canary_decision_order,planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,external_optimizer_seed,payload_logical_sha256,input_state,execution_status
183,F3B2D004096,4096,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q001_R032:POS:PRIMARY,F3BBG_N120_A0_Q001_R032,1,4c714cbcacb5690c911ec77f4b5e618eeed6c4c82306e8d3c59b848cd433a5e5,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
184,F3B2D004104,4104,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q001_R032:POS:PRIMARY,F3BBG_N120_A0_Q001_R032,9,4c714cbcacb5690c911ec77f4b5e618eeed6c4c82306e8d3c59b848cd433a5e5,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
185,F3B2D004105,4105,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q002_R046:NULL:PRIMARY,F3BBG_N120_A0_Q002_R046,1,8748bed291acb2fd2ebb11c913eb5cef385e81b658448bbbe5169e053bff90c3,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
186,F3B2D004113,4113,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q002_R046:NULL:PRIMARY,F3BBG_N120_A0_Q002_R046,9,8748bed291acb2fd2ebb11c913eb5cef385e81b658448bbbe5169e053bff90c3,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
187,F3B2D004114,4114,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q002_R046:POS:PRIMARY,F3BBG_N120_A0_Q002_R046,1,8f68311969b3661210bfae0ec6997c74a52e5d923a6a7e3eebba70cb2a8b033a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
188,F3B2D004122,4122,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q002_R046:POS:PRIMARY,F3BBG_N120_A0_Q002_R046,9,8f68311969b3661210bfae0ec6997c74a52e5d923a6a7e3eebba70cb2a8b033a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
189,F3B2D004123,4123,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q004_R082:NULL:PRIMARY,F3BBG_N120_A0_Q004_R082,1,c1ba2179847f1ef1292d5a67c1eb7b6c6f3e25fbaa983bf447b2c1d667ec7198,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
190,F3B2D004131,4131,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q004_R082:NULL:PRIMARY,F3BBG_N120_A0_Q004_R082,9,c1ba2179847f1ef1292d5a67c1eb7b6c6f3e25fbaa983bf447b2c1d667ec7198,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
191,F3B2D004132,4132,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q004_R082:POS:PRIMARY,F3BBG_N120_A0_Q004_R082,1,613d5468ab241e0e52a99b1605be5745e5b9c490ba0ba44632336696ec3a2a79,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
192,F3B2D004140,4140,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q004_R082:POS:PRIMARY,F3BBG_N120_A0_Q004_R082,9,613d5468ab241e0e52a99b1605be5745e5b9c490ba0ba44632336696ec3a2a79,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
193,F3B2D004141,4141,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q001_R024:NULL:PRIMARY,F3BBG_N120_A1_Q001_R024,1,2e5e199aa1acc37f0615863204ff51698d9eb634017fdbb97d3f402eae843e99,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
194,F3B2D004149,4149,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q001_R024:NULL:PRIMARY,F3BBG_N120_A1_Q001_R024,9,2e5e199aa1acc37f0615863204ff51698d9eb634017fdbb97d3f402eae843e99,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
195,F3B2D004150,4150,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q001_R024:POS:PRIMARY,F3BBG_N120_A1_Q001_R024,1,28126f30e7897e9bc3f6479bdeb3d3e61dba59ab48c0188bd0bf5ede1f7b527a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
196,F3B2D004158,4158,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q001_R024:POS:PRIMARY,F3BBG_N120_A1_Q001_R024,9,28126f30e7897e9bc3f6479bdeb3d3e61dba59ab48c0188bd0bf5ede1f7b527a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
197,F3B2D004159,4159,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q002_R004:NULL:PRIMARY,F3BBG_N120_A1_Q002_R004,1,9f36d5d67ab4ec18aad186868c74a7e51d6a286184a361bbaac47584e8f59260,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
198,F3B2D004167,4167,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q002_R004:NULL:PRIMARY,F3BBG_N120_A1_Q002_R004,9,9f36d5d67ab4ec18aad186868c74a7e51d6a286184a361bbaac47584e8f59260,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
199,F3B2D004168,4168,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q002_R004:POS:PRIMARY,F3BBG_N120_A1_Q002_R004,1,cafcedb237aa575154de3accb1e691559ae6e2b6ff4c654dce9b3d5573f89f6b,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
200,F3B2D004176,4176,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q002_R004:POS:PRIMARY,F3BBG_N120_A1_Q002_R004,9,cafcedb237aa575154de3accb1e691559ae6e2b6ff4c654dce9b3d5573f89f6b,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
201,F3B2D004177,4177,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q004_R058:NULL:PRIMARY,F3BBG_N120_A1_Q004_R058,1,e8b6fb252396e8225c81b4aabeb7e47f2f3d82d0bea81c7b9dad0222bf74deb9,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
202,F3B2D004185,4185,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q004_R058:NULL:PRIMARY,F3BBG_N120_A1_Q004_R058,9,e8b6fb252396e8225c81b4aabeb7e47f2f3d82d0bea81c7b9dad0222bf74deb9,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
203,F3B2D004186,4186,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q004_R058:POS:PRIMARY,F3BBG_N120_A1_Q004_R058,1,27f736bd51196fca8f8d721802ef53ae04c784011b076f41ef9707211748eca7,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
204,F3B2D004194,4194,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A1_Q004_R058:POS:PRIMARY,F3BBG_N120_A1_Q004_R058,9,27f736bd51196fca8f8d721802ef53ae04c784011b076f41ef9707211748eca7,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
205,F3B2D004195,4195,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q001_R048:NULL:PRIMARY,F3BBG_N120_A2_Q001_R048,1,c019453750439af4b80b9a6c78fea1a07f849452f4e92ccd37ef9ff2fe1d9d39,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
206,F3B2D004203,4203,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q001_R048:NULL:PRIMARY,F3BBG_N120_A2_Q001_R048,9,c019453750439af4b80b9a6c78fea1a07f849452f4e92ccd37ef9ff2fe1d9d39,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
207,F3B2D004204,4204,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q001_R048:POS:PRIMARY,F3BBG_N120_A2_Q001_R048,1,6cb9706cd26717c96d4fb38154bf5237f8eb88ba8b014d548cf717222450c2f4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
208,F3B2D004212,4212,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q001_R048:POS:PRIMARY,F3BBG_N120_A2_Q001_R048,9,6cb9706cd26717c96d4fb38154bf5237f8eb88ba8b014d548cf717222450c2f4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
209,F3B2D004213,4213,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q002_R051:NULL:PRIMARY,F3BBG_N120_A2_Q002_R051,1,690fe3e19a6f5250f6fc9555d15c297b4883485485053ad485e6a0c63f8327ce,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
210,F3B2D004221,4221,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q002_R051:NULL:PRIMARY,F3BBG_N120_A2_Q002_R051,9,690fe3e19a6f5250f6fc9555d15c297b4883485485053ad485e6a0c63f8327ce,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
211,F3B2D004222,4222,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q002_R051:POS:PRIMARY,F3BBG_N120_A2_Q002_R051,1,d877a6aef6a905ea3cf8164a499b45ac27a06cc714ce8a103aeba7e5ce16c16a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
212,F3B2D004230,4230,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q002_R051:POS:PRIMARY,F3BBG_N120_A2_Q002_R051,9,d877a6aef6a905ea3cf8164a499b45ac27a06cc714ce8a103aeba7e5ce16c16a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
213,F3B2D004231,4231,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q004_R038:NULL:PRIMARY,F3BBG_N120_A2_Q004_R038,1,3a6f02bf49f4f8a1939bfebd2ad047d48b44b7fc3b3ed6e2e2df2ad1f89c7155,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
214,F3B2D004239,4239,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q004_R038:NULL:PRIMARY,F3BBG_N120_A2_Q004_R038,9,3a6f02bf49f4f8a1939bfebd2ad047d48b44b7fc3b3ed6e2e2df2ad1f89c7155,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
215,F3B2D004240,4240,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q004_R038:POS:PRIMARY,F3BBG_N120_A2_Q004_R038,1,0f2c0679adb618826a0dab6c38596eaa02ebdcef11d13659d0d112acdcaa8f34,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
216,F3B2D004248,4248,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A2_Q004_R038:POS:PRIMARY,F3BBG_N120_A2_Q004_R038,9,0f2c0679adb618826a0dab6c38596eaa02ebdcef11d13659d0d112acdcaa8f34,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
