contrast_id,event_id,pair_id,observational_role,window_variant_id,left_processing_profile_id,right_processing_profile_id,left_variant_id,right_variant_id,left_primary_outcome,right_primary_outcome,left_admissibility_status,right_admissibility_status,left_inadmissibility_reason,right_inadmissibility_reason,comparability_status,selection_transition,change_delta_bic_0_1,change_delta_bic_2_1,change_joint_margin
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P01,P03,F2V000470,F2V000472,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P00,P04,F2V000469,F2V000473,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.35075907283900776,1.0980779213202183,-0.35075907283900776
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P01,P05,F2V000470,F2V000474,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2865599680659727,-0.7170546012160379,-0.28655996806597184
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P02,P03,F2V000471,F2V000472,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.586980433087348,-8.130878118458309,-9.586980433087348
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P01,F2V000475,F2V000476,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-11.80203464289001,-11.426022032724493,-11.80203464289001
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P02,F2V000475,F2V000477,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P01,P03,F2V000476,F2V000478,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P04,F2V000475,F2V000479,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.055615509623940795,-0.017306825488958566,0.055615509623940795
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P01,P05,F2V000476,F2V000480,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.030537773908378085,-0.007085367153560895,0.030537773908378085
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm2,P02,P03,F2V000477,F2V000478,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-11.80203464289001,-11.426022032724493,-11.80203464289001
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P01,F2V000481,F2V000482,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.640774782377541,-7.5686792649307755,-9.640774782377541
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P02,F2V000481,F2V000483,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P01,P03,F2V000482,F2V000484,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P04,F2V000481,F2V000485,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-0.08930503739340168,-0.026654307825449308,-0.08930503739340168
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P01,P05,F2V000482,F2V000486,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.07431110844373023,-1.6315699331440996,-0.07431110844373023
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSm1,P02,P03,F2V000483,F2V000484,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.640774782377541,-7.5686792649307755,-9.640774782377541
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P01,F2V000487,F2V000488,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-5.169337023434705,-3.9001359413072834,-5.169337023434705
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P02,F2V000487,F2V000489,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P01,P03,F2V000488,F2V000490,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P04,F2V000487,F2V000491,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.48562476643628383,0.8036849118778342,-0.48562476643628383
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P01,P05,F2V000488,F2V000492,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.34208870798193747,-0.2802460965520588,-0.34208870798193747
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp1,P02,P03,F2V000489,F2V000490,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-5.169337023434705,-3.9001359413072834,-5.169337023434705
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P01,F2V000493,F2V000494,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-3.2475662124358804,-3.43165970071634,-3.2475662124358804
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P02,F2V000493,F2V000495,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P01,P03,F2V000494,F2V000496,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P04,F2V000493,F2V000497,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2716221832405532,-0.25684248954530986,-0.2716221832405532
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P01,P05,F2V000494,F2V000498,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.5808301663731452,0.8139340345604023,0.5808301663731452
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WSp2,P02,P03,F2V000495,F2V000496,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-3.2475662124358804,-3.43165970071634,-3.2475662124358804
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P00,P01,F2V000499,F2V000500,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-10.364954894316817,-8.97047854009225,-10.364954894316817
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P00,P02,F2V000499,F2V000501,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P01,P03,F2V000500,F2V000502,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P00,P04,F2V000499,F2V000503,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.008313135190682885,0.005503289397841726,0.008313135190682885
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P01,P05,F2V000500,F2V000504,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.005384721938604287,-0.004694048852984523,-0.005384721938604287
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm2,P02,P03,F2V000501,F2V000502,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-10.364954894316817,-8.97047854009225,-10.364954894316817
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P01,F2V000505,F2V000506,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-8.58068534475126,-7.323081384475891,-8.58068534475126
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P02,F2V000505,F2V000507,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P01,P03,F2V000506,F2V000508,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P04,F2V000505,F2V000509,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.22831807904971768,1.005576119733842,-0.22831807904971768
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P01,P05,F2V000506,F2V000510,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.0901497947555292,-1.2004684629916795,-0.0901497947555292
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEm1,P02,P03,F2V000507,F2V000508,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-8.58068534475126,-7.323081384475891,-8.58068534475126
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P01,F2V000511,F2V000512,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.312173910053262,-7.498401641877852,-6.312173910053261
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P02,F2V000511,F2V000513,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P01,P03,F2V000512,F2V000514,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P04,F2V000511,F2V000515,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2805200203047251,-1.5038111423439666,-0.2805200203047251
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P01,P05,F2V000512,F2V000516,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.3517037947387145,-0.11306047569342326,-0.3517037947387145
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp1,P02,P03,F2V000513,F2V000514,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.312173910053262,-7.498401641877852,-6.312173910053261
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P01,F2V000517,F2V000518,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.1691077615463605,-6.027708587456672,-6.1691077615463605
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P02,F2V000517,F2V000519,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P01,P03,F2V000518,F2V000520,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P04,F2V000517,F2V000521,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.3489240049703426,0.6911980517428873,-0.3489240049703426
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P01,P05,F2V000518,F2V000522,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.3536783356568236,0.5760106364245452,-0.3536783356568236
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WEp2,P02,P03,F2V000519,F2V000520,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.1691077615463605,-6.027708587456672,-6.1691077615463605
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P00,P01,F2V000523,F2V000524,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-7.851341782645747,-7.580421736083444,-7.851341782645747
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P00,P02,F2V000523,F2V000525,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P01,P03,F2V000524,F2V000526,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P00,P04,F2V000523,F2V000527,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.07148986676106972,-0.001105117401969835,-0.07148986676106972
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P01,P05,F2V000524,F2V000528,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.12658401164027566,-0.050077800806931805,-0.12658401164027566
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX1,P02,P03,F2V000525,F2V000526,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-7.851341782645747,-7.580421736083444,-7.851341782645747
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P00,P01,F2V000529,F2V000530,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-7.808769460071559,-6.825710296584488,-7.808769460071559
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P00,P02,F2V000529,F2V000531,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P01,P03,F2V000530,F2V000532,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P00,P04,F2V000529,F2V000533,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-0.8776309414735728,0.1047894736815973,-0.8776309414735728
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P01,P05,F2V000530,F2V000534,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.022311397061660188,-0.2492696077054024,-0.022311397061660188
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC1,P02,P03,F2V000531,F2V000532,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-7.808769460071559,-6.825710296584488,-7.808769460071559
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P00,P01,F2V000535,F2V000536,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.751090076300907,-9.4589444187776,-9.751090076300907
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P00,P02,F2V000535,F2V000537,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P01,P03,F2V000536,F2V000538,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P00,P04,F2V000535,F2V000539,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.005883920779769625,-0.002417704090948547,-0.005883920779769625
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P01,P05,F2V000536,F2V000540,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.01588864641479759,0.02828612622435145,-0.01588864641479759
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WX2,P02,P03,F2V000537,F2V000538,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.751090076300907,-9.4589444187776,-9.751090076300907
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P00,P01,F2V000541,F2V000542,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.729867623271565,-6.6943819934844235,-6.729867623271565
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P00,P02,F2V000541,F2V000543,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P01,P03,F2V000542,F2V000544,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P00,P04,F2V000541,F2V000545,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.12425965060548982,-0.13573469545721295,-0.12425965060548982
DETREND_SAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P01,P05,F2V000542,F2V000546,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.7204767154530387,0.7151051453295647,0.7204767154530387
FLUX_Q0,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,WC2,P02,P03,F2V000543,F2V000544,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-6.729867623271565,-6.6943819934844235,-6.729867623271565
FLUX_FINITE,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,P01,F2V000547,F2V000548,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.00957165014450112,-0.03514249867590635,-0.00957165014450112
QUALITY_PDCSAP,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,P02,F2V000547,F2V000549,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
QUALITY_SAP,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P01,P03,F2V000548,F2V000550,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0,0.0,0.0
DETREND_PDCSAP,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,P04,F2V000547,F2V000551,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.08556129581037197,0.030896284186759715,0.08556129581037197
DETREND_SAP,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P01,P05,F2V000548,F2V000552,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0869655254508892,0.03079641798165511,0.0869655254508892
