parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A1_S37_NULL,NWB_A1_S37,NULL_FLARE_RED_NOISE,,,1.0,37,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.594479084534486,-5.887492268996198,-6.996040508866429,-8.192686159265321,-5.019635818337576,-5.6291324614366545]","[-1.9342393050661242,-0.9583306396022522,-2.1395420094148108,-3.154620686070814,1.0755575054431574,1.8981784432787663]","[-15.594479084534486,-15.887492268996198,-16.99604050886643,-18.19268615926532,-15.019635818337576,-15.629132461436654]",M0|M0|M0|M0|M0|M0
NWP_A1_S37_P050,NWB_A1_S37,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,37,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.535266385866613,-6.371022931130142,-6.039758933157373,-7.543243798149518,-5.011715106094698,-5.618826501503463]","[-1.8247756235100203,-1.3858312191110258,-1.2396082509196162,-2.445296306204284,1.4257382281081732,1.907498448086983]","[-15.535266385866613,-16.371022931130142,-16.039758933157373,-17.54324379814952,-15.011715106094698,-15.618826501503463]",M0|M0|M0|M0|M0|M0
NWP_A1_S37_P080,NWB_A1_S37,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,37,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.757020125528047,-6.2427781321375875,-6.745639464196756,-6.658468625849622,-5.031986546979567,-5.614751376059246]","[-1.9222262174860836,-1.5067480608224741,-2.0035848972898975,-1.8094992132650134,1.015228672105252,1.8978993169538967]","[-15.757020125528047,-16.242778132137587,-16.745639464196756,-16.658468625849622,-15.031986546979567,-15.614751376059246]",M0|M0|M0|M0|M0|M0
NWP_A1_S38_NULL,NWB_A1_S38,NULL_FLARE_RED_NOISE,,,1.0,38,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.631187686235696,-6.519522157666771,-4.38088306294415,-3.6555970296004148,8.110868838311887,6.784472765283169]","[-1.9359929039469117,-1.3247628315710926,1.3846113365530357,1.644380418066305,10.313988020695433,9.955398311284512]","[-15.631187686235696,-16.51952215766677,-14.38088306294415,-13.655597029600415,-1.8891311616881126,-3.2155272347168307]",M0|M0|M0|M0|M0|M0
NWP_A1_S38_P050,NWB_A1_S38,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,38,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.458026641715303,-5.975581452783757,-4.523395694999891,-4.967525584067062,7.827731227998925,6.666479622427914]","[-1.9308150416453413,-1.053872076712537,1.4243299616855722,1.3181990741304617,10.08508762416784,9.910614535888897]","[-15.458026641715303,-15.975581452783757,-14.523395694999891,-14.967525584067062,-2.1722687720010754,-3.3335203775720856]",M0|M0|M0|M0|M0|M0
NWP_A1_S38_P080,NWB_A1_S38,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,38,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.692496691557922,-6.787257109572565,-6.559104752909036,-6.04024958579987,7.698618151643473,6.628138758650152]","[-1.8424414516087113,-2.032244030738113,-1.1485656385780487,-0.02485413916701873,9.936903804527788,9.824943983218418]","[-15.692496691557922,-16.787257109572565,-16.559104752909036,-16.04024958579987,-2.3013818483565274,-3.3718612413498477]",M0|M0|M0|M0|M0|M0
NWP_A1_S39_NULL,NWB_A1_S39,NULL_FLARE_RED_NOISE,,,1.0,39,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.564586736652521,-7.1276684672610315,-4.037342494678114,-2.836444510418488,-5.019073915390322,0.29814727784486195]","[-1.933713781444177,-1.9691479608975442,1.592850449590287,1.7308630146046369,-1.9335538697714014,4.1393707048168835]","[-15.56458673665252,-17.12766846726103,-14.037342494678114,-12.836444510418488,-15.019073915390322,-9.701852722155138]",M0|M0|M0|M0|M0|M0
NWP_A1_S39_P050,NWB_A1_S39,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,39,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.630277860093752,-2.2658423153877436,-4.378417847463965,-2.9781676784614035,-5.108729045738016,0.2882532071913033]","[-1.886417191511545,1.5292073674438313,1.1174752882512848,1.48262945294411,-1.9576549209050995,4.145766695131215]","[-15.630277860093752,-12.265842315387744,-14.378417847463965,-12.978167678461404,-15.108729045738016,-9.711746792808697]",M0|M0|M0|M0|M0|M0
NWP_A1_S39_P080,NWB_A1_S39,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,39,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.371291839418989,-7.235155611221302,-5.533671306866609,-3.5308087572813633,-5.005041581675698,0.2594164247780668]","[-1.944451798607017,-2.2067759126444173,0.12287927257051479,0.7363503212903026,-1.9767298982881698,4.0885664312291965]","[-15.371291839418989,-17.235155611221302,-15.533671306866609,-13.530808757281363,-15.005041581675698,-9.740583575221933]",M0|M0|M0|M0|M0|M0
NWP_A2_S00_NULL,NWB_A2_S00,NULL_FLARE_RED_NOISE,,,2.0,0,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.587183235430668,-7.775851471336978,-8.271367358901074,-9.240559860231201,-8.051692649333745,-9.602504306710557]","[-1.9484389030600857,-2.547643144048422,-2.2750598383027807,-2.767274945655629,-1.8583253150657697,-1.9837520953087733]","[-15.587183235430668,-17.775851471336978,-18.271367358901074,-19.2405598602312,-18.051692649333745,-19.602504306710557]",M0|M0|M0|M0|M0|M0
NWP_A2_S00_P050,NWB_A2_S00,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,0,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.178699651238178,-5.881928497664873,-7.420951218417315,-8.764932985197447,-7.629365198147241,-9.474738913060037]","[-1.835146052899307,-0.8119614234043837,-1.2551787323848203,-2.6951004632692275,-1.3346379659520267,-1.9862113444996794]","[-15.178699651238178,-15.881928497664873,-17.420951218417315,-18.764932985197447,-17.62936519814724,-19.474738913060037]",M0|M0|M0|M0|M0|M0
NWP_A2_S00_P080,NWB_A2_S00,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,0,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.3716691799169105,-7.661824109470018,-8.589579074889883,-9.392963017934335,-8.266453258703109,-9.663267647206567]","[-1.9275939395952717,-2.704359954421662,-2.6996541466182578,-3.030885084846318,-2.024936171701256,-2.094935374760439]","[-15.37166917991691,-17.661824109470018,-18.589579074889883,-19.392963017934335,-18.26645325870311,-19.663267647206567]",M0|M0|M0|M0|M0|M0
NWP_A2_S01_NULL,NWB_A2_S01,NULL_FLARE_RED_NOISE,,,2.0,1,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.5495497911295075,-7.72170741286692,-9.084743724926284,-9.712935236284693,-8.846319101776317,-2.7851737392278437]","[-1.9356631835933653,-2.5748737369766133,-2.9593601283318094,-3.0671486703920436,-1.6510619219094451,4.651004203049638]","[-15.549549791129508,-17.72170741286692,-19.084743724926284,-19.712935236284693,-18.846319101776317,-12.785173739227844]",M0|M0|M0|M0|M0|M0
NWP_A2_S01_P050,NWB_A2_S01,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,1,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.247651942732682,-5.412833253921875,-5.684563256856336,-4.962455795341441,-4.301646032212659,-0.7674861972169538]","[-1.948996349244509,-0.4996719016224773,0.17166650242739934,1.237736374768815,2.1611441368447117,6.385704157753139]","[-15.247651942732682,-15.412833253921875,-15.684563256856336,-14.962455795341441,-14.301646032212659,-10.767486197216954]",M0|M0|M0|M0|M0|M0
NWP_A2_S01_P080,NWB_A2_S01,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,1,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.338663910125954,-7.500566771593981,-8.237363474754886,-9.09152129341743,-8.969203467606178,-3.506634774845338]","[-1.8696618201928628,-2.643077686515511,-2.626815887397953,-2.9727328717748946,-1.8684353640236964,3.8787596385329834]","[-15.338663910125954,-17.50056677159398,-18.237363474754886,-19.09152129341743,-18.969203467606178,-13.506634774845338]",M0|M0|M0|M0|M0|M0
NWP_A2_S02_NULL,NWB_A2_S02,NULL_FLARE_RED_NOISE,,,2.0,2,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.483652651508049,-7.5438558059557295,-7.73126523149071,-8.613605707794932,-8.017454813551069,-10.054100274169741]","[-1.9275285687255712,-2.3936264660220985,-1.7955671236056503,-2.21305822016285,-1.8329218621597079,-2.994599852941292]","[-15.483652651508049,-17.54385580595573,-17.73126523149071,-18.61360570779493,-18.01745481355107,-20.05410027416974]",M0|M0|M0|M0|M0|M0
NWP_A2_S02_P050,NWB_A2_S02,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,2,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.187548751601316,-6.187388866652796,-7.436513345253729,-6.539018625850417,-4.077140318853026,-9.799289595548544]","[-1.9333744361979077,-1.2501438303538919,-1.4212695562802082,-0.29089046558146947,1.9063850841004637,-3.0909553659686253]","[-15.187548751601316,-16.187388866652796,-17.43651334525373,-16.539018625850417,-14.077140318853026,-19.799289595548544]",M0|M0|M0|M0|M0|M0
NWP_A2_S02_P080,NWB_A2_S02,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,2,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.214708161084907,-7.486979940286361,-8.856670701678723,-9.227082019463182,-8.333749324103394,-10.61444145466885]","[-1.926591658553062,-2.707988573536767,-3.2404051713133413,-3.0454833668002266,-2.5887843253214555,-3.798213900011092]","[-15.214708161084907,-17.48697994028636,-18.856670701678723,-19.227082019463182,-18.333749324103394,-20.61444145466885]",M0|M0|M0|M0|M0|M0
NWP_A2_S03_NULL,NWB_A2_S03,NULL_FLARE_RED_NOISE,,,2.0,3,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.576395491309249,-7.3253556918396185,-7.022510186866754,-1.9980600386110723,-2.0712078211442986,-6.504459836334888]","[-1.942625055069505,-2.1392299210505428,-2.0730703200756295,2.0955141228901084,2.7945428854214356,-1.4659760473730898]","[-15.576395491309249,-17.32535569183962,-17.022510186866754,-11.998060038611072,-12.071207821144299,-16.504459836334888]",M0|M0|M0|M0|M0|M0
NWP_A2_S03_P050,NWB_A2_S03,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,3,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.4862277799154295,-5.6827230569267755,-5.487146061659388,-1.4513383321012725,-1.546159735989022,-6.517409934211003]","[-1.7444500277793482,-0.6351569804328534,-0.5985711276188681,2.8852107438899566,2.4731046675460675,-1.3309805487287463]","[-15.48622777991543,-15.682723056926775,-15.487146061659388,-11.451338332101272,-11.546159735989022,-16.517409934211003]",M0|M0|M0|M0|M0|M0
NWP_A2_S03_P080,NWB_A2_S03,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,3,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.747410854917614,-6.248658212474069,-5.159004140425907,-0.9269088491611797,-2.2654747515614417,-6.401085913286636]","[-1.94171028426718,-1.2746273867523996,-0.494734717242153,3.2793703528408287,2.324662303522871,-1.3860867087318525]","[-15.747410854917614,-16.24865821247407,-15.159004140425907,-10.92690884916118,-12.265474751561442,-16.401085913286636]",M0|M0|M0|M0|M0|M0
NWP_A2_S04_NULL,NWB_A2_S04,NULL_FLARE_RED_NOISE,,,2.0,4,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.555895065332104,-7.816787952515213,-9.192580496475415,-9.084502669190272,-5.807762941405315,-4.888521402377592]","[-1.936101906488111,-2.6182162303071266,-3.0535720415577714,-3.028198668891946,-1.5837071589547236,1.3291733840082998]","[-15.555895065332104,-17.816787952515213,-19.192580496475415,-19.08450266919027,-15.807762941405315,-14.888521402377592]",M0|M0|M0|M0|M0|M0
NWP_A2_S04_P050,NWB_A2_S04,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,4,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.260173056536619,-5.578370474436852,-5.3522564700918736,-6.408990424377862,-7.294297381791239,-5.375471150788485]","[-1.905229914705596,-0.641722314845623,0.45781620315344185,0.09039416140376488,-2.9276919307832827,-0.16039766951064394]","[-15.260173056536619,-15.578370474436852,-15.352256470091874,-16.408990424377862,-17.29429738179124,-15.375471150788485]",M0|M0|M0|M0|M0|M0
NWP_A2_S04_P080,NWB_A2_S04,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,4,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.512073626285234,-6.664476284436304,-6.542194623586283,-4.764219939161535,-4.480598684312781,-4.636002746026406]","[-1.755897902628461,-1.8825268329723457,-1.3502453981345184,0.15381056001461957,-0.9159479687724001,1.366451849672103]","[-15.512073626285234,-16.664476284436304,-16.542194623586283,-14.764219939161535,-14.480598684312781,-14.636002746026406]",M0|M0|M0|M0|M0|M0
NWP_A2_S05_NULL,NWB_A2_S05,NULL_FLARE_RED_NOISE,,,2.0,5,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.525809899191755,-7.66785105533279,-8.839900403964151,-9.406135780981458,-1.320764224885636,-2.729351846192003]","[-1.9275145202731911,-2.529322783978458,-2.8004828935422097,-2.8178683729395857,-1.1938103511116651,-2.5533500317103517]","[-15.525809899191755,-17.66785105533279,-18.83990040396415,-19.406135780981458,-11.320764224885636,-12.729351846192003]",M0|M0|M0|M0|M0|M0
NWP_A2_S05_P050,NWB_A2_S05,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,5,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.322922336965146,-3.3860576927292243,-1.685575857650889,-3.6978570391404446,-2.3878789730032395,-2.9670541081346755]","[-1.8174214995447153,1.4684885203549953,3.6342618044932635,2.4652988492241548,-0.7470646166786992,-2.3721508349908618]","[-15.322922336965146,-13.386057692729224,-11.685575857650889,-13.697857039140445,-12.38787897300324,-12.967054108134676]",M0|M0|M0|M0|M0|M0
NWP_A2_S05_P080,NWB_A2_S05,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,5,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.634012557509813,-6.506929560424126,-6.045562139952779,-6.239582347635803,-1.2204262847004088,-2.672382178425323]","[-1.970434213621222,-1.3505203441638827,-0.5121311107137103,-0.5062770770843485,-1.0442716029261305,-2.365213560073471]","[-15.634012557509813,-16.506929560424126,-16.04556213995278,-16.239582347635803,-11.220426284700409,-12.672382178425323]",M0|M0|M0|M0|M0|M0
NWP_A2_S06_NULL,NWB_A2_S06,NULL_FLARE_RED_NOISE,,,2.0,6,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.535921468371745,-7.727210827069342,-9.196143200491633,-9.770780347544928,-10.583046090733433,-8.65874568933657]","[-1.9317094831865687,-2.5845851363184806,-3.025952172257746,-3.047290421695436,-3.301319779725077,-1.47973183742738]","[-15.535921468371745,-17.727210827069342,-19.196143200491633,-19.770780347544928,-20.583046090733433,-18.65874568933657]",M0|M0|M0|M0|M0|M0
NWP_A2_S06_P050,NWB_A2_S06,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,6,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.260009724426455,-5.639880066516085,-4.684330198607995,-4.522206123325304,-5.547048733302859,-4.5342639459667]","[-1.9450544080780245,-0.8721779046516929,1.048890021703187,1.3494153842295873,0.8304103493052253,1.9700320145451542]","[-15.260009724426455,-15.639880066516085,-14.684330198607995,-14.522206123325304,-15.547048733302859,-14.5342639459667]",M0|M0|M0|M0|M0|M0
NWP_A2_S06_P080,NWB_A2_S06,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,6,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.524890397454538,-6.639726204487545,-6.324927666048268,-5.881003363790853,-8.519742280441505,-9.463216025928546]","[-1.7509454680454928,-1.8670946158301547,-1.1370093055911639,-0.24592075981234984,-1.8080218622443454,-2.7263340026029255]","[-15.524890397454538,-16.639726204487545,-16.324927666048268,-15.881003363790853,-18.519742280441505,-19.463216025928546]",M0|M0|M0|M0|M0|M0
NWP_A2_S07_NULL,NWB_A2_S07,NULL_FLARE_RED_NOISE,,,2.0,7,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.535333594729046,-7.722327428284856,-8.74848932312446,-8.133970353241523,-6.966694380859394,-4.903703631134931]","[-1.9365556268176691,-2.5158689745952785,-2.705914571885387,-2.2015591726553794,-0.5781495574725568,2.026437671420126]","[-15.535333594729046,-17.722327428284856,-18.74848932312446,-18.133970353241523,-16.966694380859394,-14.903703631134931]",M0|M0|M0|M0|M0|M0
NWP_A2_S07_P050,NWB_A2_S07,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,7,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.534341759215268,-5.3023088916956596,-4.90278944890224,-4.203892406933278,-8.168933891406482,-5.110567362169945]","[-1.7595688047738038,-0.5294210538657893,0.4207858991192097,1.3932843145346396,-2.0214061755862076,2.125477558677062]","[-15.534341759215268,-15.30230889169566,-14.90278944890224,-14.203892406933278,-18.168933891406482,-15.110567362169945]",M0|M0|M0|M0|M0|M0
NWP_A2_S07_P080,NWB_A2_S07,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,7,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.507111710382958,-6.947278703191699,-6.162821618315235,-5.455557397993914,-8.367994878825698,-5.402594540439736]","[-1.9712984272703649,-2.2322364265160957,-1.162363045049716,0.15344878880574697,-2.33458258266387,1.5870679670324535]","[-15.507111710382958,-16.9472787031917,-16.162821618315235,-15.455557397993914,-18.367994878825698,-15.402594540439736]",M0|M0|M0|M0|M0|M0
NWP_A2_S08_NULL,NWB_A2_S08,NULL_FLARE_RED_NOISE,,,2.0,8,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.504344401266762,-7.727368200552462,-8.980685432959433,-9.599047168987283,-0.5163080511163685,4.396856503411868]","[-1.9374080021892768,-2.5607643851111135,-2.8571983896272855,-3.046437893697089,6.257356543977664,10.353554094623405]","[-15.504344401266762,-17.727368200552462,-18.980685432959433,-19.599047168987283,-10.516308051116368,-5.603143496588132]",M0|M0|M0|M0|M0|M0
NWP_A2_S08_P050,NWB_A2_S08,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,8,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.596291503155051,-7.141895347900899,-8.432512440461608,-9.361165544898995,-0.6184593485561436,4.2819933154494265]","[-1.9076078362176814,-2.045566629229043,-2.6432174707565537,-2.8438665502020513,6.092559722887472,10.281997793590108]","[-15.59629150315505,-17.1418953479009,-18.432512440461608,-19.361165544898995,-10.618459348556144,-5.7180066845505735]",M0|M0|M0|M0|M0|M0
NWP_A2_S08_P080,NWB_A2_S08,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,8,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.130815765862437,-7.045147607369515,-7.477811305626091,-8.028530078790652,-0.9617227309101963,4.3085413783074955]","[-1.8347921223697723,-2.6231430036316112,-2.031364583287939,-1.7421385587549025,5.956849771640236,10.163295094274417]","[-15.130815765862437,-17.045147607369515,-17.47781130562609,-18.028530078790652,-10.961722730910196,-5.6914586216925045]",M0|M0|M0|M0|M0|M0
NWP_A2_S09_NULL,NWB_A2_S09,NULL_FLARE_RED_NOISE,,,2.0,9,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.538170315106603,-7.800937609010916,-9.06476861926592,-8.683842337291765,-8.931644535550618,-3.601776011859215]","[-1.9360954371109171,-2.6389745036003234,-2.8909925010088955,-2.2976862283268247,-2.3200964010509324,2.2433802189140124]","[-15.538170315106603,-17.800937609010916,-19.06476861926592,-18.683842337291765,-18.931644535550618,-13.601776011859215]",M0|M0|M0|M0|M0|M0
NWP_A2_S09_P050,NWB_A2_S09,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,9,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.471066320718085,-5.723375039536322,-3.59516682888642,-3.8281021518645844,-8.720048990281043,-3.810650317730847]","[-1.918887186638643,-0.7712874919193098,2.2966201141790634,1.7467035390043861,-1.3883839639069038,2.058180327993796]","[-15.471066320718085,-15.723375039536322,-13.59516682888642,-13.828102151864584,-18.720048990281043,-13.810650317730847]",M0|M0|M0|M0|M0|M0
NWP_A2_S09_P080,NWB_A2_S09,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,9,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.703936956151633,-6.232566048914805,-5.5226193070334375,-5.76947775995518,-8.843514035719068,-3.2629912473502145]","[-1.8855683769047493,-1.3903992156388512,-0.2900407630523887,0.3021316759038086,-3.0708543109823268,2.1155135967069327]","[-15.703936956151633,-16.232566048914805,-15.522619307033438,-15.76947775995518,-18.843514035719068,-13.262991247350215]",M0|M0|M0|M0|M0|M0
